"year","month","day","mode","route","peak","numerator","denominator"
2023,11,25,"Bus","1","OFF_PEAK",1330,1692
2023,11,25,"Bus","86","OFF_PEAK",366,494
2023,11,26,"Bus","1","OFF_PEAK",1132,1367
2023,11,26,"Bus","86","OFF_PEAK",229,335
2023,11,27,"Bus","1","OFF_PEAK",800,1100
2023,11,27,"Bus","1","PEAK",230,341
2023,11,27,"Bus","86","OFF_PEAK",335,497
2023,11,27,"Bus","86","PEAK",220,295
2023,11,28,"Bus","1","OFF_PEAK",755,1055
2023,11,28,"Bus","1","PEAK",263,387
2023,11,28,"Bus","86","OFF_PEAK",308,476
2023,11,28,"Bus","86","PEAK",218,271
2023,11,29,"Bus","1","OFF_PEAK",842,1142
2023,11,29,"Bus","1","PEAK",292,434
2023,11,29,"Bus","86","OFF_PEAK",336,474
2023,11,29,"Bus","86","PEAK",190,269
2023,11,30,"Bus","1","OFF_PEAK",756,1085
2023,11,30,"Bus","1","PEAK",232,352
2023,11,30,"Bus","86","OFF_PEAK",290,485
2023,11,30,"Bus","86","PEAK",200,283
2023,12,1,"Bus","1","OFF_PEAK",662,920
2023,12,1,"Bus","1","PEAK",148,212
2023,12,1,"Bus","86","OFF_PEAK",261,480
2023,12,1,"Bus","86","PEAK",204,283
2023,12,2,"Bus","1","OFF_PEAK",1153,1451
2023,12,2,"Bus","86","OFF_PEAK",266,498
2023,12,3,"Bus","1","OFF_PEAK",956,1170
2023,12,3,"Bus","86","OFF_PEAK",225,334
2023,12,4,"Bus","1","OFF_PEAK",767,1041
2023,12,4,"Bus","1","PEAK",269,388
2023,12,4,"Bus","86","OFF_PEAK",334,490
2023,12,4,"Bus","86","PEAK",236,299
2023,12,5,"Bus","1","OFF_PEAK",701,986
2023,12,5,"Bus","1","PEAK",287,413
2023,12,5,"Bus","86","OFF_PEAK",318,488
2023,12,5,"Bus","86","PEAK",209,282
2023,12,6,"Bus","1","OFF_PEAK",722,1028
2023,12,6,"Bus","1","PEAK",198,285
2023,12,6,"Bus","86","OFF_PEAK",316,456
2023,12,6,"Bus","86","PEAK",183,267
2023,12,7,"Bus","1","OFF_PEAK",711,1002
2023,12,7,"Bus","1","PEAK",203,280
2023,12,7,"Bus","86","OFF_PEAK",302,479
2023,12,7,"Bus","86","PEAK",192,267
2023,12,8,"Bus","1","OFF_PEAK",536,776
2023,12,8,"Bus","1","PEAK",127,183
2023,12,8,"Bus","86","OFF_PEAK",209,427
2023,12,8,"Bus","86","PEAK",162,220
2023,12,9,"Bus","1","OFF_PEAK",807,1148
2023,12,9,"Bus","86","OFF_PEAK",330,494
2023,12,10,"Bus","1","OFF_PEAK",872,1140
2023,12,10,"Bus","86","OFF_PEAK",253,336
2023,12,11,"Bus","1","OFF_PEAK",670,839
2023,12,11,"Bus","1","PEAK",122,174
2023,12,11,"Bus","86","OFF_PEAK",337,480
2023,12,11,"Bus","86","PEAK",219,269
2023,12,12,"Bus","1","OFF_PEAK",762,1060
2023,12,12,"Bus","1","PEAK",263,372
2023,12,12,"Bus","86","OFF_PEAK",304,421
2023,12,12,"Bus","86","PEAK",193,254
2023,12,13,"Bus","1","OFF_PEAK",734,964
2023,12,13,"Bus","1","PEAK",169,266
2023,12,13,"Bus","86","OFF_PEAK",267,416
2023,12,13,"Bus","86","PEAK",170,221
2023,12,14,"Bus","1","OFF_PEAK",685,923
2023,12,14,"Bus","1","PEAK",274,412
2023,12,14,"Bus","86","OFF_PEAK",256,436
2023,12,14,"Bus","86","PEAK",199,269
2023,12,15,"Bus","1","OFF_PEAK",581,856
2023,12,15,"Bus","1","PEAK",143,191
2023,12,15,"Bus","86","OFF_PEAK",276,449
2023,12,15,"Bus","86","PEAK",144,214
2023,12,16,"Bus","1","OFF_PEAK",1096,1386
2023,12,16,"Bus","86","OFF_PEAK",334,493
2023,12,17,"Bus","1","OFF_PEAK",723,938
2023,12,17,"Bus","86","OFF_PEAK",250,322
2023,12,18,"Bus","1","OFF_PEAK",596,759
2023,12,18,"Bus","1","PEAK",219,279
2023,12,18,"Bus","86","OFF_PEAK",349,426
2023,12,18,"Bus","86","PEAK",189,246
2023,12,19,"Bus","1","OFF_PEAK",801,1052
2023,12,19,"Bus","1","PEAK",214,303
2023,12,19,"Bus","86","OFF_PEAK",352,473
2023,12,19,"Bus","86","PEAK",198,250
2023,12,20,"Bus","1","OFF_PEAK",887,1149
2023,12,20,"Bus","1","PEAK",308,373
2023,12,20,"Bus","86","OFF_PEAK",292,452
2023,12,20,"Bus","86","PEAK",181,254
2023,12,21,"Bus","1","OFF_PEAK",776,1040
2023,12,21,"Bus","1","PEAK",238,310
2023,12,21,"Bus","86","OFF_PEAK",294,445
2023,12,21,"Bus","86","PEAK",161,219
2023,12,22,"Bus","1","OFF_PEAK",618,815
2023,12,22,"Bus","1","PEAK",182,234
2023,12,22,"Bus","86","OFF_PEAK",353,472
2023,12,22,"Bus","86","PEAK",231,283
2023,12,23,"Bus","1","OFF_PEAK",1296,1663
2023,12,23,"Bus","86","OFF_PEAK",343,498
2023,12,24,"Bus","1","OFF_PEAK",1089,1314
2023,12,24,"Bus","86","OFF_PEAK",231,335
2023,12,25,"Bus","1","OFF_PEAK",911,1129
2023,12,25,"Bus","86","OFF_PEAK",176,335
2023,12,26,"Bus","1","OFF_PEAK",892,1126
2023,12,26,"Bus","1","PEAK",339,404
2023,12,26,"Bus","86","OFF_PEAK",273,445
2023,12,26,"Bus","86","PEAK",181,250
2023,12,27,"Bus","1","OFF_PEAK",901,1217
2023,12,27,"Bus","1","PEAK",338,405
2023,12,27,"Bus","86","OFF_PEAK",371,489
2023,12,27,"Bus","86","PEAK",234,277
2023,12,28,"Bus","1","OFF_PEAK",985,1279
2023,12,28,"Bus","1","PEAK",269,332
2023,12,28,"Bus","86","OFF_PEAK",324,444
2023,12,28,"Bus","86","PEAK",175,238
2023,12,29,"Bus","1","OFF_PEAK",986,1293
2023,12,29,"Bus","1","PEAK",400,487
2023,12,29,"Bus","86","OFF_PEAK",380,471
2023,12,29,"Bus","86","PEAK",236,278
2023,12,30,"Bus","1","OFF_PEAK",1344,1710
2023,12,30,"Bus","86","OFF_PEAK",306,503
2023,12,31,"Bus","1","OFF_PEAK",1105,1441
2023,12,31,"Bus","86","OFF_PEAK",226,331
